id,gender,age,dependents,lifetime,phone_services,internet_services,online_streaming,multiple_connections,premium_plan,online_protect,contract_plan,ebill_services,default_payment,monthly_charges,issues,exit_status
5289,Female,18-30,No,61,Yes,,Major User,Yes,Yes,Yes,One year,Yes,Physical,115.1,4,No
683,Female,>60,No,40,Yes,4G,Major User,Yes,Yes,Yes,One year,Yes,Auto-payment,103.75,8,No
2754,Male,18-30,No,3,No,3G,No,,Yes,Yes,Month-to-month,No,Physical,41.35,8,No
3194,Female,45-60,No,43,No,3G,Major User,,No,Yes,Month-to-month,No,Auto-payment,55.55,26,Yes
5737,Male,30-45,Yes,18,Yes,3G,Major User,No,Yes,Yes,Month-to-month,No,Online Transfer,83.25,4,No
4395,Female,30-45,Yes,69,Yes,,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,103.95,25,Yes
3953,Female,>60,No,6,Yes,4G,No,No,No,Yes,Month-to-month,No,Online Transfer,74.4,16,Yes
674,Male,>60,No,52,No,3G,Major User,,No,No,Month-to-month,Yes,Online Transfer,49.15,27,Yes
5628,Female,18-30,No,13,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,96.65,15,Yes
2770,Male,30-45,Yes,17,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,92.55,15,Yes
5314,Female,30-45,No,70,No,3G,Major User,,Yes,Yes,Two year,No,Auto-payment,64.55,12,No
3831,Male,45-60,No,25,Yes,4G,Sometimes,Yes,No,No,One year,Yes,Online Transfer,89.05,25,Yes
5164,Female,18-30,No,7,Yes,3G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,53.65,14,No
5810,Female,30-45,Yes,17,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,85.45,16,Yes
1671,Male,30-45,Yes,66,Yes,,Major User,No,No,Yes,One year,Yes,Auto-payment,103.15,15,No
5266,Male,30-45,Yes,37,Yes,,No,No,Yes,Yes,One year,Yes,Physical,58.75,10,No
1978,Female,18-30,No,10000,Yes,3G,Sometimes,No,Yes,Yes,Two year,No,Physical,69.75,14,No
3565,Male,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,Yes,Online Transfer,50.75,19,Yes
1519,Female,18-30,No,10000,No,3G,Sometimes,,No,No,Month-to-month,Yes,Online Transfer,42.6,19,Yes
475,Male,18-30,No,24,Yes,,No,Yes,No,No,Month-to-month,Yes,Online Transfer,80.25,28,Yes
301,Female,>60,No,4,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,95.45,21,Yes
1775,Male,>60,No,65,Yes,,Major User,Yes,Yes,Yes,Two year,Yes,Online Transfer,109.05,9,No
764,Male,30-45,Yes,65,Yes,None,,No,,,Two year,No,Physical,19.9,6,No
6385,Male,18-30,Yes,4,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,101.7,22,Yes
1608,Male,18-30,No,17,Yes,None,,No,,,One year,Yes,Physical,20.1,14,No
3996,Male,18-30,No,24,Yes,None,,No,,,Two year,No,Physical,20.75,18,No
3475,Female,30-45,Yes,2,Yes,None,,No,,,One year,No,Physical,20.3,12,No
839,Male,18-30,No,44,Yes,None,,No,,,Two year,No,Auto-payment,20.4,19,No
6993,Female,45-60,No,50,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,88.05,28,Yes
6665,Male,30-45,Yes,43,No,3G,No,,No,No,Month-to-month,No,Auto-payment,29.3,10,No
5380,Male,18-30,No,2,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,80.25,25,Yes
310,Female,18-30,No,1,Yes,,,No,,,Month-to-month,Yes,Auto-payment,19.25,10,No
2162,Male,30-45,No,28,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,No,Auto-payment,96.6,8,No
1040,Male,>60,No,14,Yes,4G,Major User,No,No,No,Month-to-month,No,Auto-payment,90.45,26,Yes
6962,Female,45-60,No,27,Yes,4G,Major User,No,No,Yes,Month-to-month,Yes,Online Transfer,101.25,24,Yes
5811,Male,30-45,No,61,Yes,3G,Major User,Yes,No,Yes,Two year,No,Auto-payment,80.9,16,No
6674,Male,18-30,No,7,Yes,None,,Yes,,,Month-to-month,No,Physical,23.5,7,No
4528,Female,18-30,No,44,Yes,4G,Sometimes,No,No,Yes,Month-to-month,Yes,Auto-payment,88.15,16,No
6153,Male,30-45,Yes,60,Yes,None,,No,,,Two year,Yes,Auto-payment,20.95,5,No
21,Male,30-45,No,12,Yes,None,,No,,,One year,No,Auto-payment,19.8,12,No
2653,Female,30-45,Yes,70,Yes,3G,Major User,No,Yes,No,Two year,No,Auto-payment,2000,19,No
857,Male,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,No,Online Transfer,50.8,17,Yes
1217,Male,30-45,No,62,Yes,None,,Yes,,,One year,Yes,Auto-payment,23.75,3,No
3899,Female,45-60,No,52,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,109.1,16,No
1890,Female,30-45,Yes,1,Yes,None,,No,,,Month-to-month,Yes,Online Transfer,21,24,Yes
758,Female,18-30,Yes,15,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Auto-payment,85.9,25,Yes
4815,Male,18-30,No,38,Yes,4G,No,No,No,No,One year,Yes,Auto-payment,70.45,26,Yes
6505,Male,30-45,Yes,56,Yes,,No,No,No,Yes,Two year,Yes,Auto-payment,59.8,2,No
8,Female,30-45,No,28,Yes,,Major User,Yes,Yes,Yes,Month-to-month,Yes,Online Transfer,104.8,28,Yes
6052,Female,30-45,Yes,41,Yes,3G,Major User,No,Yes,No,Two year,No,Online Transfer,78.45,7,No
3975,Female,>60,No,20,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Auto-payment,85.8,22,Yes
449,Male,30-45,Yes,72,Yes,4G,Major User,No,Yes,No,Two year,No,Auto-payment,105.5,5,No
2156,Female,18-30,No,2,Yes,4G,Sometimes,No,No,No,Month-to-month,No,Online Transfer,80.55,23,Yes
3526,Male,>60,No,5,Yes,3G,No,No,No,Yes,Month-to-month,No,Online Transfer,50.35,18,Yes
4482,Female,18-30,No,7,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,74.9,25,Yes
5397,Male,18-30,No,6,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,84.85,21,Yes
1389,Female,45-60,No,34,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Online Transfer,94.25,17,Yes
1616,Male,30-45,Yes,53,Yes,None,,No,,,Two year,Yes,Physical,19.4,5,No
5422,Male,30-45,Yes,68,Yes,3G,No,No,Yes,Yes,Two year,No,Auto-payment,62.65,3,No
2381,Male,18-30,No,10000,Yes,None,,No,,,One year,No,Physical,19.5,17,No
6430,Female,30-45,Yes,16,Yes,,,No,,,Month-to-month,No,Physical,19.35,8,No
4287,Female,45-60,No,66,Yes,4G,Major User,Yes,Yes,Yes,One year,Yes,Auto-payment,105.95,15,Yes
1725,Female,>60,No,17,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,94.2,5,No
4271,Female,30-45,Yes,28,Yes,None,,No,,,One year,No,Physical,19.9,7,No
4107,Female,30-45,No,72,Yes,4G,Sometimes,Yes,No,No,Two year,Yes,Auto-payment,94.45,16,No
270,Female,>60,No,16,Yes,4G,Major User,No,Yes,No,Month-to-month,Yes,Online Transfer,94.45,19,Yes
2431,Male,>60,No,2,No,3G,No,,No,No,Month-to-month,Yes,Physical,24.45,17,Yes
44,Female,30-45,No,13,Yes,3G,Sometimes,Yes,Yes,No,Month-to-month,Yes,Online Transfer,76.2,15,No
3028,Male,18-30,No,5,No,3G,No,,Yes,Yes,Month-to-month,Yes,Physical,43.25,29,Yes
6425,Male,30-45,Yes,52,No,3G,Sometimes,,No,Yes,One year,No,Auto-payment,44.25,6,No
5089,Male,30-45,Yes,8,Yes,3G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,54.4,9,No
1398,Female,18-30,No,24,Yes,4G,No,Yes,Yes,No,Month-to-month,Yes,Online Transfer,84.35,14,No
1934,Female,18-30,No,3,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,79.1,23,Yes
6716,Female,30-45,No,3,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Auto-payment,74.1,28,Yes
6331,Male,30-45,Yes,47,No,3G,No,,Yes,Yes,One year,No,Online Transfer,40.3,8,No
4995,Female,18-30,No,7,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Auto-payment,75.1,28,Yes
4524,Male,30-45,No,23,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Online Transfer,99.25,16,Yes
3957,Male,30-45,No,63,Yes,4G,Major User,Yes,No,Yes,Two year,No,Online Transfer,102.6,9,No
1058,Male,30-45,Yes,2,Yes,4G,Major User,No,No,No,Month-to-month,Yes,Auto-payment,89.55,24,Yes
804,Male,18-30,No,6,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,85.35,17,Yes
6509,Male,45-60,No,1,No,3G,No,,No,No,Month-to-month,No,Online Transfer,25.05,15,Yes
996,Female,18-30,No,34,Yes,4G,No,No,No,No,Month-to-month,Yes,Auto-payment,70,17,Yes
4445,Female,18-30,No,63,Yes,4G,Sometimes,Yes,No,Yes,Two year,No,Auto-payment,98,17,No
5920,Female,>60,No,26,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,78.8,9,No
6426,Female,18-30,No,41,Yes,3G,No,No,Yes,No,One year,No,Auto-payment,50.05,15,No
5131,Female,30-45,No,44,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,96.1,24,Yes
4983,Female,45-60,No,40,No,3G,Sometimes,,No,No,Month-to-month,Yes,Online Transfer,39.3,26,Yes
4874,Female,18-30,No,38,Yes,4G,No,No,No,Yes,Month-to-month,Yes,Auto-payment,83.9,19,Yes
2492,Male,30-45,No,13,No,3G,Major User,,Yes,No,Month-to-month,Yes,Online Transfer,54.45,19,Yes
6768,Female,30-45,Yes,72,Yes,4G,Major User,Yes,Yes,Yes,Two year,No,Auto-payment,117.5,9,No
5600,Male,30-45,Yes,7,Yes,4G,No,No,No,No,Month-to-month,Yes,Auto-payment,69.95,28,Yes
6792,Male,18-30,No,56,Yes,None,,Yes,,,One year,No,Online Transfer,24.9,15,Yes
3667,Female,45-60,Yes,24,Yes,4G,Major User,No,No,Yes,Two year,Yes,Online Transfer,96.55,19,No
3685,Male,30-45,No,50,No,3G,Sometimes,,Yes,No,One year,Yes,Auto-payment,44.45,17,No
5975,Male,30-45,Yes,7,Yes,4G,Sometimes,No,Yes,No,Month-to-month,Yes,Online Transfer,89.75,17,Yes
2559,Male,30-45,No,72,Yes,4G,Major User,Yes,Yes,Yes,Two year,Yes,Online Transfer,115.55,2,No
6432,Male,30-45,No,35,Yes,3G,No,No,No,Yes,Month-to-month,No,Physical,61,6,No
1741,Male,18-30,No,16,Yes,3G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Auto-payment,71.4,7,No
1445,Male,18-30,No,20,Yes,4G,Major User,Yes,Yes,No,Month-to-month,Yes,Physical,98.55,6,No
5816,Female,18-30,No,3,Yes,3G,No,No,No,No,Month-to-month,No,Online Transfer,44.6,999,No
5494,Female,18-30,No,8,Yes,4G,Sometimes,No,No,No,Month-to-month,No,Online Transfer,84.95,26,Yes
3053,Male,30-45,Yes,65,Yes,4G,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,104.1,14,No
5913,Female,18-30,No,26,Yes,4G,No,No,Yes,Yes,One year,Yes,Auto-payment,87.15,2,No
1750,Female,18-30,No,50,Yes,4G,Sometimes,No,Yes,Yes,Two year,Yes,Auto-payment,89.7,13,No
2222,Male,30-45,Yes,38,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Auto-payment,101.15,10,No
1927,Male,30-45,Yes,47,Yes,,Major User,Yes,Yes,Yes,Month-to-month,Yes,Auto-payment,107.35,29,Yes
35,Female,30-45,Yes,72,Yes,,Sometimes,Yes,Yes,No,Two year,No,Auto-payment,99.9,18,No
6860,Female,18-30,No,37,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Auto-payment,101.9,22,Yes
1882,Male,30-45,Yes,29,Yes,3G,Sometimes,No,No,No,Month-to-month,Yes,Physical,60.2,18,No
3801,Female,>60,No,18,Yes,4G,No,Yes,Yes,No,Month-to-month,Yes,Online Transfer,85.45,16,Yes
1759,Male,18-30,No,20,Yes,None,,No,,,Month-to-month,No,Physical,19.4,18,No
6089,Female,45-60,No,1,Yes,,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,90.6,24,Yes
5069,Female,18-30,No,4,Yes,4G,No,Yes,No,No,Month-to-month,No,Online Transfer,75.35,29,Yes
27,Male,30-45,Yes,1,No,3G,No,,No,No,Month-to-month,No,Online Transfer,30.2,23,Yes
4751,Male,18-30,No,11,Yes,None,,Yes,,,Month-to-month,No,Auto-payment,23.15,23,Yes
641,Female,30-45,Yes,43,Yes,3G,Sometimes,No,No,No,Month-to-month,No,Online Transfer,56.15,18,Yes
3452,Male,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,Yes,Physical,44.95,2,No
6233,Male,18-30,No,3,Yes,None,,No,,,Month-to-month,No,Physical,20.7,13,No
6517,Female,30-45,Yes,6,Yes,3G,Sometimes,No,No,No,Month-to-month,No,Online Transfer,54.85,2,No
5107,Female,30-45,No,47,Yes,3G,Sometimes,No,No,No,Month-to-month,Yes,Auto-payment,58.6,4,No
3164,Male,18-30,No,31,Yes,4G,Major User,No,No,Yes,Month-to-month,Yes,Online Transfer,101.4,5,No
4662,Male,18-30,Yes,22,Yes,None,,No,,,Month-to-month,No,Auto-payment,20.15,18,No
222,Male,30-45,Yes,1,Yes,None,,No,,,One year,Yes,Online Transfer,20.2,5,No
3313,Male,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Online Transfer,19.2,9,No
3786,Male,30-45,Yes,27,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Auto-payment,75.75,18,No
2893,Male,18-30,No,22,Yes,3G,No,Yes,No,No,Month-to-month,No,Online Transfer,59,29,Yes
1417,Female,>60,No,18,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,49.85,13,No
1586,Female,30-45,Yes,68,Yes,4G,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,109.05,14,No
2715,Male,18-30,No,41,Yes,None,,Yes,,,Month-to-month,Yes,Auto-payment,25.25,9,No
1257,Female,>60,No,45,No,,Sometimes,,No,No,One year,No,Online Transfer,34.2,3,No
4764,Male,18-30,No,2,Yes,3G,No,No,No,No,Month-to-month,Yes,Online Transfer,45.15,27,Yes
1920,Male,30-45,No,22,Yes,None,,No,,,Month-to-month,Yes,Auto-payment,20.45,14,No
3344,Male,18-30,No,10,Yes,,No,Yes,No,No,Month-to-month,Yes,Physical,74.15,16,Yes
2790,Female,18-30,No,50,Yes,4G,Major User,Yes,Yes,No,Two year,Yes,Online Transfer,109.65,19,Yes
6603,Male,30-45,No,14,Yes,3G,Sometimes,Yes,Yes,No,Month-to-month,Yes,Auto-payment,66.6,2,No
6427,Male,18-30,No,41,Yes,None,,No,,,Two year,No,Physical,20.15,12,No
462,Male,30-45,Yes,4,Yes,4G,Major User,Yes,No,Yes,Month-to-month,No,Online Transfer,101.15,28,Yes
3848,Female,18-30,No,2,Yes,3G,No,No,No,No,Month-to-month,No,Physical,49.2,11,No
5307,Male,30-45,Yes,1,Yes,4G,Major User,No,No,No,Month-to-month,Yes,Online Transfer,90.1,16,No
4353,Female,18-30,No,1,Yes,4G,No,No,No,Yes,Month-to-month,Yes,Online Transfer,74.9,16,Yes
3567,Female,30-45,Yes,14,Yes,4G,Sometimes,No,Yes,No,Month-to-month,Yes,Auto-payment,89.65,26,Yes
3630,Female,18-30,No,4,Yes,None,,No,,,Month-to-month,No,Auto-payment,20.95,15,Yes
1054,Male,30-45,No,40,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Auto-payment,97.1,29,Yes
4734,Male,30-45,Yes,39,Yes,3G,Major User,No,Yes,Yes,One year,No,Auto-payment,80,22,Yes
2577,Female,18-30,No,1,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,94.6,25,Yes
810,Male,18-30,No,58,Yes,4G,Major User,Yes,No,Yes,One year,Yes,Auto-payment,103.25,28,Yes
5554,Female,18-30,No,63,Yes,None,,No,,,Two year,Yes,Physical,20.6,15,No
3251,Female,>60,No,37,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Auto-payment,106.75,18,Yes
6737,Female,30-45,No,63,Yes,4G,Major User,Yes,Yes,Yes,Two year,Yes,Auto-payment,109.25,12,No
117,Female,30-45,Yes,10,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,100.25,18,Yes
6333,Female,>60,No,60,Yes,4G,Major User,Yes,Yes,Yes,One year,Yes,Online Transfer,106,25,Yes
3100,Female,30-45,No,55,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Auto-payment,94.45,7,No
4027,Female,30-45,No,20,No,3G,No,,No,No,Month-to-month,Yes,Online Transfer,24.45,29,Yes
2658,Female,30-45,Yes,14,Yes,None,,No,,,Two year,No,Physical,18.8,15,No
2718,Male,18-30,No,62,No,,No,,Yes,Yes,Two year,Yes,Auto-payment,43.7,2,No
4399,Female,18-30,No,66,Yes,,Sometimes,Yes,Yes,Yes,Month-to-month,Yes,Auto-payment,103.1,3,No
4664,Female,18-30,No,2,Yes,4G,No,Yes,No,No,Month-to-month,No,Auto-payment,74.9,28,Yes
388,Male,18-30,No,44,Yes,4G,Sometimes,Yes,No,Yes,Month-to-month,Yes,Physical,90.4,11,No
6137,Female,18-30,No,5,Yes,3G,No,No,Yes,No,Month-to-month,No,Auto-payment,53.85,19,Yes
3008,Female,18-30,No,11,Yes,None,,No,,,One year,No,Physical,20,16,No
5019,Male,>60,No,14,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,95.6,3,No
629,Male,45-60,No,49,Yes,4G,Sometimes,Yes,No,No,Month-to-month,No,Auto-payment,90.05,18,Yes
528,Male,30-45,Yes,35,Yes,None,,No,,,Two year,No,Physical,19.6,4,No
1714,Male,18-30,No,68,Yes,3G,Sometimes,Yes,No,Yes,One year,No,Auto-payment,76.75,14,No
1938,Female,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Physical,20.9,2,No
5904,Female,18-30,No,70,Yes,4G,Major User,Yes,No,No,One year,No,Online Transfer,98.9,19,No
1762,Male,30-45,Yes,35,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Auto-payment,89.65,2,No
6097,Male,30-45,Yes,72,Yes,3G,Sometimes,Yes,Yes,Yes,Two year,No,Auto-payment,81,17,No
2687,Male,18-30,No,28,Yes,4G,Sometimes,No,Yes,Yes,Month-to-month,No,Online Transfer,91,7,No
3643,Female,30-45,No,53,Yes,None,,No,,,One year,No,Auto-payment,19.05,14,No
2133,Female,>60,No,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,70.55,24,Yes
6410,Female,>60,No,63,Yes,3G,Sometimes,Yes,Yes,Yes,One year,No,Auto-payment,83,5,No
5262,Female,18-30,No,59,Yes,3G,Sometimes,Yes,Yes,No,One year,No,Auto-payment,68.7,14,No
4169,Female,18-30,No,15,Yes,4G,Major User,No,No,Yes,Month-to-month,Yes,Online Transfer,2000,25,Yes
697,Male,30-45,Yes,3,Yes,3G,No,No,No,Yes,Month-to-month,Yes,Online Transfer,50.15,23,Yes
3572,Female,>60,No,32,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,79.5,19,No
5764,Male,>60,No,57,Yes,4G,Sometimes,Yes,Yes,No,Two year,No,Online Transfer,93.75,14,No
1291,Male,30-45,No,8,Yes,4G,No,No,No,No,Month-to-month,No,Online Transfer,75,23,Yes
2608,Male,30-45,Yes,7,No,,No,,Yes,No,Month-to-month,Yes,Online Transfer,34.5,28,Yes
4946,Male,18-30,No,4,Yes,4G,Sometimes,No,No,No,Month-to-month,Yes,Online Transfer,81,25,Yes
274,Male,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,No,Physical,70.6,20,Yes
3604,Male,30-45,Yes,38,Yes,None,,No,,,Month-to-month,No,Online Transfer,19.6,2,No
5860,Female,18-30,No,2,Yes,,No,No,No,No,Month-to-month,No,Auto-payment,70,29,Yes
949,Male,30-45,Yes,35,Yes,None,,No,,,Two year,No,Auto-payment,20.5,9,No
6639,Male,30-45,Yes,50,Yes,4G,Major User,No,Yes,Yes,One year,Yes,Auto-payment,103.4,19,No
4832,Male,30-45,No,32,Yes,3G,Sometimes,No,Yes,No,One year,No,Physical,70.5,8,No
3990,Male,18-30,No,14,Yes,4G,Major User,No,No,No,Month-to-month,Yes,Online Transfer,92.9,2,No
1819,Female,30-45,Yes,61,No,3G,Sometimes,,Yes,Yes,Two year,No,Auto-payment,51.35,14,No
493,Male,45-60,No,61,Yes,3G,Sometimes,Yes,No,No,One year,No,Auto-payment,64.05,7,No
488,Female,30-45,Yes,0,No,3G,Sometimes,,Yes,Yes,Two year,Yes,Auto-payment,52.55,15,No
1965,Male,18-30,No,24,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,49.55,23,Yes
3924,Female,30-45,Yes,48,Yes,4G,Sometimes,Yes,No,No,One year,Yes,Physical,82.05,20,Yes
516,Female,18-30,No,28,Yes,3G,No,No,Yes,No,One year,No,Physical,54.3,19,No
4816,Female,30-45,Yes,55,Yes,3G,Sometimes,Yes,Yes,No,One year,Yes,Auto-payment,75,8,No
6986,Female,30-45,No,30,Yes,4G,Sometimes,Yes,Yes,No,Month-to-month,Yes,Auto-payment,94.1,21,Yes
1561,Male,18-30,No,1,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,74.95,26,Yes
6634,Female,30-45,Yes,10,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Auto-payment,102.1,28,Yes
6734,Male,18-30,No,12,Yes,3G,No,No,Yes,No,Month-to-month,No,Auto-payment,50.25,21,Yes
5463,Female,30-45,Yes,1,Yes,3G,No,No,No,No,Month-to-month,Yes,Auto-payment,44.35,22,Yes
4540,Male,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Auto-payment,20.95,9,No
1008,Male,30-45,Yes,32,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Auto-payment,99.55,15,Yes
5091,Male,18-30,No,6,No,3G,No,,No,No,Month-to-month,Yes,Auto-payment,30.5,17,Yes
5442,Female,18-30,Yes,61,Yes,None,,Yes,,,Two year,Yes,Auto-payment,25,14,No
6448,Male,18-30,No,58,Yes,4G,Major User,Yes,Yes,Yes,One year,Yes,Online Transfer,104.65,16,Yes
3593,Male,18-30,No,8,Yes,4G,No,No,No,No,Month-to-month,Yes,Physical,70.1,16,Yes
4776,Female,30-45,No,5,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,68.95,15,No
5906,Female,>60,No,14,Yes,4G,No,Yes,No,No,Month-to-month,Yes,Online Transfer,78.95,22,Yes
5601,Female,30-45,Yes,35,No,,Sometimes,,Yes,No,One year,No,Physical,40.9,6,No
4047,Female,30-45,No,64,Yes,4G,Sometimes,Yes,No,Yes,Two year,Yes,Auto-payment,94.6,13,No
5750,Female,45-60,No,13,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,70.15,29,Yes
463,Male,18-30,No,7,Yes,4G,Major User,Yes,No,No,Month-to-month,Yes,Online Transfer,99.8,19,Yes
5291,Female,30-45,No,68,Yes,4G,No,Yes,No,Yes,One year,No,Auto-payment,86.45,18,No
4005,Male,18-30,No,1,Yes,None,,Yes,,,Month-to-month,Yes,Physical,24.05,15,Yes
5544,Male,30-45,No,59,Yes,4G,Sometimes,Yes,Yes,Yes,Month-to-month,Yes,Online Transfer,106.75,22,Yes
6398,Male,30-45,Yes,71,Yes,4G,Major User,Yes,No,Yes,Two year,Yes,Auto-payment,106,15,Yes
381,Male,18-30,No,1,Yes,3G,No,No,No,No,Month-to-month,No,Physical,50.65,23,Yes
6469,Male,18-30,No,35,Yes,None,,No,,,Two year,No,Auto-payment,21.45,14,No
3364,Female,30-45,No,21,Yes,4G,Major User,Yes,No,Yes,Month-to-month,Yes,Online Transfer,103.9,16,Yes
5086,Male,18-30,No,45,Yes,None,,No,,,One year,Yes,Online Transfer,20.4,27,Yes
5548,Male,30-45,No,70,Yes,,,Yes,,,Two year,No,Auto-payment,24.25,19,No
1936,Female,30-45,No,51,Yes,3G,No,No,Yes,No,One year,Yes,Auto-payment,60.5,4,No
2632,Female,18-30,No,55,Yes,3G,Sometimes,No,No,Yes,Two year,Yes,Physical,64.75,2,No
5469,Male,18-30,No,33,Yes,4G,No,No,No,Yes,Month-to-month,Yes,Auto-payment,79,13,No
5062,Female,30-45,No,39,No,3G,Major User,,No,Yes,Month-to-month,No,Online Transfer,55.9,27,Yes
2669,Female,18-30,No,19,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Online Transfer,95.15,15,Yes
4232,Female,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Physical,69.95,19,Yes
5199,Female,18-30,No,51,Yes,,Major User,Yes,Yes,Yes,One year,Yes,Online Transfer,111.5,15,No
2463,Male,30-45,No,8,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Auto-payment,85.65,999,No
1156,Female,18-30,No,53,Yes,None,,No,,,Two year,No,Physical,18.7,6,No
549,Male,18-30,No,15,Yes,None,,No,,,Month-to-month,No,Physical,19.75,15,No
4956,Female,>60,No,8,Yes,4G,Major User,No,No,Yes,Month-to-month,Yes,Auto-payment,94.45,22,Yes
2759,Male,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Auto-payment,19.65,4,No
5639,Male,18-30,No,6,Yes,,,No,,,Month-to-month,No,Physical,20.65,3,No
3890,Female,30-45,No,72,Yes,4G,Major User,Yes,Yes,Yes,One year,Yes,Online Transfer,109.25,28,Yes
4522,Male,30-45,No,30,Yes,None,,No,,,One year,No,Auto-payment,20.7,14,No
2220,Male,30-45,No,72,Yes,3G,Major User,No,Yes,No,Two year,Yes,Auto-payment,79.35,8,No
1747,Female,30-45,Yes,3,Yes,4G,Sometimes,Yes,No,No,Month-to-month,Yes,Auto-payment,84.75,25,Yes
3117,Female,45-60,Yes,70,Yes,4G,Major User,Yes,Yes,Yes,One year,Yes,Online Transfer,107.9,11,No
6495,Male,18-30,No,1,Yes,4G,No,No,No,No,Month-to-month,Yes,Online Transfer,69.65,20,Yes
2109,Male,18-30,No,34,Yes,None,,Yes,,,Two year,No,Auto-payment,26.1,13,No
92,Male,30-45,Yes,66,Yes,3G,Major User,Yes,Yes,Yes,Two year,Yes,Physical,84,9,No
4564,Male,18-30,No,1,Yes,None,,No,,,Month-to-month,No,Physical,20,22,Yes
1916,Female,18-30,No,44,Yes,4G,No,Yes,No,Yes,Month-to-month,Yes,Auto-payment,84.8,18,Yes
2725,Female,18-30,No,2,No,3G,No,,No,No,Month-to-month,No,Online Transfer,24.5,8,No
5399,Female,18-30,No,50,Yes,,,No,,,One year,No,Auto-payment,19.75,7,No
1666,Female,18-30,No,8,Yes,None,,No,,,Two year,No,Physical,20.25,14,No
5141,Male,18-30,No,5,Yes,,,No,,,Month-to-month,Yes,Physical,19.25,19,No
6512,Male,18-30,No,11,Yes,3G,No,No,Yes,Yes,Month-to-month,Yes,Online Transfer,60.9,18,No
4803,Male,30-45,No,38,Yes,4G,Sometimes,Yes,No,No,Month-to-month,No,Auto-payment,91.7,10,No
3651,Female,45-60,No,70,Yes,,,No,,,Two year,Yes,Auto-payment,19.55,14,No
